work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2024,Senior,Full-time,Data Engineer,190000,USD,190000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Analyst,150000,USD,150000.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,110000,USD,110000.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,AI Engineer,145000,USD,145000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,AI Engineer,95000,USD,95000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Analyst,92000,USD,92000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,68000,USD,68000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Engineer,188000,USD,188000.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,114000,USD,114000.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Scientist,135000,USD,135000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,115000,USD,115000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Scientist,154800,USD,154800.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Scientist,76300,USD,76300.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,AI Engineer,400000,USD,400000.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,AI Engineer,65000,USD,65000.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,187000,USD,187000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,153000,USD,153000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Research Scientist,150000,USD,150000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Research Scientist,128000,USD,128000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,AI Engineer,195000,USD,195000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,AI Engineer,140000,USD,140000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Engineer,150000,USD,150000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,130000,USD,130000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Scientist,166000,USD,166000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,73100,USD,73100.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Research Analyst,200000,USD,200000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Research Analyst,150000,USD,150000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,220000,USD,220000.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,137500,USD,137500.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Science,170000,USD,170000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Science,130000,USD,130000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Business Intelligence Analyst,138000,USD,138000.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Senior,Full-time,Business Intelligence Analyst,86000,USD,86000.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Business Intelligence Developer,105000,USD,105000.0,UNITED STATES,Remote,United States,M,BI and Visualization
2024,Mid-level,Full-time,Business Intelligence Developer,80000,USD,80000.0,UNITED STATES,Remote,United States,M,BI and Visualization
2024,Mid-level,Full-time,Data Product Manager,77000,GBP,96250.0,UNITED STATES,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,Data Product Manager,60000,GBP,75000.0,UNITED STATES,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,AI Architect,197500,USD,197500.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,AI Architect,132500,USD,132500.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Entry-level,Full-time,Data Science,90000,USD,90000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Science,80000,USD,80000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Research Scientist,210000,USD,210000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Research Scientist,151800,USD,151800.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Science,210000,USD,210000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Science,170000,USD,170000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,175000,USD,175000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,150000,USD,150000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,219100,USD,219100.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,118500,USD,118500.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Business Intelligence Lead,175000,USD,175000.0,UNITED STATES,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Business Intelligence Lead,150000,USD,150000.0,UNITED STATES,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Data Architect,164000,USD,164000.0,UNITED STATES,In-person,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Architect,117000,USD,117000.0,UNITED STATES,In-person,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Analyst,145000,USD,145000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,110000,USD,110000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Research Engineer,125000,USD,125000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Engineer,106000,USD,106000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Analyst,75065,USD,75065.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,41419,USD,41419.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,140000,USD,140000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,100000,USD,100000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,80000,USD,80000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,70000,USD,70000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Executive,Full-time,ML Engineer,238500,USD,238500.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Executive,Full-time,ML Engineer,183400,USD,183400.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Scientist,105000,USD,105000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,70000,USD,70000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,225000,USD,225000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,162000,USD,162000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Research Scientist,278700,USD,278700.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Scientist,159300,USD,159300.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,180000,USD,180000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,120000,USD,120000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,170000,USD,170000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,160000,USD,160000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Operations Associate,72000,USD,72000.0,UNITED STATES,In-person,United States,M,Data Quality and Operations
2024,Entry-level,Full-time,Data Operations Associate,51375,USD,51375.0,UNITED STATES,In-person,United States,M,Data Quality and Operations
2024,Senior,Full-time,Applied Scientist,260000,USD,260000.0,UNITED STATES,In-person,United States,L,Data Science and Research
2024,Senior,Full-time,Applied Scientist,136000,USD,136000.0,UNITED STATES,In-person,United States,L,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,75000,USD,75000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,60000,USD,60000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,135000,USD,135000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,113000,USD,113000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,150000,USD,150000.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,130000,USD,130000.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Science Manager,267100,USD,267100.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Science Manager,188500,USD,188500.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,207000,USD,207000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,149800,USD,149800.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,270250,USD,270250.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,176000,USD,176000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Machine Learning Engineer,189000,USD,189000.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,145400,USD,145400.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Machine Learning Engineer,133903,USD,133903.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Machine Learning Engineer,96411,USD,96411.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,170000,USD,170000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,160000,USD,160000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Business Intelligence,172800,USD,172800.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Senior,Full-time,Business Intelligence,132900,USD,132900.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Research Scientist,165000,USD,165000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Research Scientist,150000,USD,150000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,145000,USD,145000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,116000,USD,116000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Analyst,98000,USD,98000.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,88000,USD,88000.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,150000,USD,150000.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,130000,USD,130000.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,174000,USD,174000.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,116000,USD,116000.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Data Engineer,188000,USD,188000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,144600,USD,144600.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Analytics Engineer,149500,USD,149500.0,UNITED STATES,Remote,United States,M,Leadership and Management
2024,Senior,Full-time,Analytics Engineer,140000,USD,140000.0,UNITED STATES,Remote,United States,M,Leadership and Management
2024,Entry-level,Full-time,Business Intelligence Analyst,100000,USD,100000.0,UNITED STATES,Remote,United States,M,BI and Visualization
2024,Entry-level,Full-time,Business Intelligence Analyst,90000,USD,90000.0,UNITED STATES,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Business Intelligence Engineer,115000,USD,115000.0,UNITED STATES,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Business Intelligence Engineer,85000,USD,85000.0,UNITED STATES,Remote,United States,M,BI and Visualization
2024,Entry-level,Full-time,Data Management Analyst,80000,USD,80000.0,UNITED STATES,Remote,United States,M,Data Management and Strategy
2024,Entry-level,Full-time,Data Management Analyst,72000,USD,72000.0,UNITED STATES,Remote,United States,M,Data Management and Strategy
2024,Entry-level,Full-time,Data Analyst,85000,USD,85000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,76500,USD,76500.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,134500,USD,134500.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,100000,USD,100000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Machine Learning Engineer,274000,USD,274000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,245000,USD,245000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Business Intelligence Manager,263000,USD,263000.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Business Intelligence Manager,207000,USD,207000.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Senior,Full-time,Data Engineer,149076,USD,149076.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,82365,USD,82365.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Analyst,90000,USD,90000.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,80000,USD,80000.0,UNITED STATES,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Analytics Engineer,200400,USD,200400.0,UNITED STATES,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Analytics Engineer,154100,USD,154100.0,UNITED STATES,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Research Engineer,310000,USD,310000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Engineer,270000,USD,270000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,115000,USD,115000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,80000,USD,80000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,144900,USD,144900.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,110000,USD,110000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Research Analyst,84068,USD,84068.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Research Analyst,49452,USD,49452.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,188500,USD,188500.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,165100,USD,165100.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Operations Specialist,132500,USD,132500.0,UNITED STATES,In-person,United States,M,Data Quality and Operations
2024,Mid-level,Full-time,Data Operations Specialist,88000,USD,88000.0,UNITED STATES,In-person,United States,M,Data Quality and Operations
2024,Mid-level,Full-time,Data Engineer,179900,USD,179900.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,142002,USD,142002.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,AI Engineer,287500,USD,287500.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,AI Engineer,168000,USD,168000.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Engineer,220000,USD,220000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,137500,USD,137500.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Analyst,96600,USD,96600.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,55200,USD,55200.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Engineer,194500,USD,194500.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,146266,USD,146266.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,194500,USD,194500.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,146266,USD,146266.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,146100,USD,146100.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,111800,USD,111800.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Scientist,145580,USD,145580.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,97060,USD,97060.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Business Intelligence Engineer,108500,USD,108500.0,UNITED STATES,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Business Intelligence Engineer,78800,USD,78800.0,UNITED STATES,Remote,United States,M,BI and Visualization
2024,Entry-level,Full-time,Data Operations Analyst,95000,USD,95000.0,UNITED STATES,In-person,United States,M,Data Quality and Operations
2024,Entry-level,Full-time,Data Operations Analyst,76000,USD,76000.0,UNITED STATES,In-person,United States,M,Data Quality and Operations
2024,Mid-level,Full-time,Data Engineer,97000,USD,97000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,62000,USD,62000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Architect,234000,USD,234000.0,UNITED STATES,In-person,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Architect,146000,USD,146000.0,UNITED STATES,In-person,United States,M,Data Architecture and Modeling
2024,Mid-level,Full-time,Machine Learning Engineer,177100,USD,177100.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Machine Learning Engineer,130900,USD,130900.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,BI Developer,106050,USD,106050.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,BI Developer,80420,USD,80420.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Senior,Full-time,Data Engineer,277000,USD,277000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,173000,USD,173000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Science,220000,USD,220000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Science,137500,USD,137500.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,133000,USD,133000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,58400,USD,58400.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Analytics Engineer,80000,USD,80000.0,UNITED STATES,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,Analytics Engineer,75000,USD,75000.0,UNITED STATES,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Data Scientist,140000,USD,140000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,125000,USD,125000.0,UNITED STATES,Remote,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Analyst,65000,USD,65000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,55000,USD,55000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,105000,USD,105000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,78000,USD,78000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,BI Developer,179000,USD,179000.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Senior,Full-time,BI Developer,112000,USD,112000.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Data Engineer,166363,USD,166363.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,103977,USD,103977.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Scientist,130000,USD,130000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,95000,USD,95000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,214300,USD,214300.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,108500,USD,108500.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Applied Scientist,266482,USD,266482.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Applied Scientist,166551,USD,166551.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Business Intelligence Developer,90279,USD,90279.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Business Intelligence Developer,67060,USD,67060.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Senior,Full-time,AI Scientist,190000,USD,190000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,AI Scientist,160000,USD,160000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Scientist,212800,USD,212800.0,UNITED STATES,In-person,United States,L,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,111600,USD,111600.0,UNITED STATES,In-person,United States,L,Data Science and Research
2024,Senior,Full-time,Data Modeler,130000,USD,130000.0,UNITED STATES,Remote,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Modeler,110000,USD,110000.0,UNITED STATES,Remote,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Engineer,190100,USD,190100.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,131414,USD,131414.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Machine Learning Engineer,284400,USD,284400.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,150700,USD,150700.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Analytics Engineer,145000,USD,145000.0,UNITED STATES,Remote,United States,M,Leadership and Management
2024,Mid-level,Full-time,Analytics Engineer,104000,USD,104000.0,UNITED STATES,Remote,United States,M,Leadership and Management
2024,Senior,Full-time,Data Engineer,165000,USD,165000.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,132000,USD,132000.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,234000,USD,234000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,117000,USD,117000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,215500,USD,215500.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,121800,USD,121800.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,165000,USD,165000.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,140250,USD,140250.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Analytics Engineer,164850,USD,164850.0,UNITED STATES,Remote,United States,M,Leadership and Management
2024,Mid-level,Full-time,Analytics Engineer,112000,USD,112000.0,UNITED STATES,Remote,United States,M,Leadership and Management
2024,Senior,Full-time,Data Engineer,295000,USD,295000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,235000,USD,235000.0,UNITED STATES,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Business Intelligence,150000,USD,150000.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Business Intelligence,100000,USD,100000.0,UNITED STATES,In-person,United States,M,BI and Visualization
2024,Entry-level,Full-time,Data Analyst,120000,USD,120000.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,97500,USD,97500.0,UNITED STATES,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Computer Vision Engineer,220000,USD,220000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Computer Vision Engineer,183000,USD,183000.0,UNITED STATES,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Engineer,205600,USD,205600.0,UNITED STATES,In-person,United States,L,Data Engineering
2024,Mid-level,Full-time,Data Engineer,105700,USD,105700.0,UNITED STATES,In-person,United States,L,Data Engineering
2024,Senior,Full-time,Data Engineer,240500,USD,240500.0,UNITED STATES,In-person,United States,L,Data Engineering
2024,Senior,Full-time,Data Engineer,123700,USD,123700.0,UNITED STATES,In-person,United States,L,Data Engineering
2024,Senior,Full-time,Data Infrastructure Engineer,179900,USD,179900.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Infrastructure Engineer,135920,USD,135920.0,UNITED STATES,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Manager,83300,USD,83300.0,UNITED STATES,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,Data Manager,47500,USD,47500.0,UNITED STATES,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Data Manager,96600,USD,96600.0,UNITED STATES,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Data Manager,55200,USD,55200.0,UNITED STATES,In-person,United States,M,Leadership and Management
2024,Entry-level,Full-time,Data Science,86900,USD,86900.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Science,60800,USD,60800.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Scientist,140000,USD,140000.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Scientist,90000,USD,90000.0,UNITED STATES,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Research Engineer,234000,USD,234000.0,UNITED STATES,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Engineer,146000,USD,146000.0,UNITED STATES,In-person,United States,M,Data Science and Research
